id,y
1231,3
1232,3
1233,3
1234,3
1235,3
1236,1
1237,3
1238,1
1239,0
1240,0
1241,0
1242,3
1243,0
1244,3
1245,1
1246,3
1247,1
1248,1
1249,3
1250,3
1251,1
1252,3
1253,0
1254,2
1255,3
1256,0
1257,1
1258,2
1259,0
1260,1
1261,2
1262,0
1263,1
1264,0
1265,0
1266,3
1267,1
1268,1
1269,3
1270,1
1271,3
1272,1
1273,3
1274,0
1275,1
1276,2
1277,1
1278,3
1279,1
1280,0
1281,2
1282,0
1283,0
1284,0
1285,1
1286,3
1287,1
1288,1
1289,0
1290,0
1291,3
1292,0
1293,2
1294,0
1295,0
1296,2
1297,2
1298,1
1299,1
1300,0
1301,3
1302,1
1303,0
1304,0
1305,3
1306,1
1307,2
1308,3
1309,2
1310,0
1311,1
1312,1
1313,0
1314,1
1315,2
1316,2
1317,1
1318,3
1319,3
1320,2
1321,2
1322,2
1323,2
1324,3
1325,2
1326,0
1327,1
1328,3
1329,1
1330,2
1331,1
1332,3
1333,1
1334,2
1335,1
1336,1
1337,2
1338,1
1339,2
1340,2
1341,2
1342,2
1343,3
1344,3
1345,2
1346,0
1347,0
1348,3
1349,3
1350,1
1351,0
1352,0
1353,3
1354,3
1355,2
1356,0
1357,3
1358,3
1359,0
1360,2
1361,0
1362,1
1363,0
1364,1
1365,3
1366,0
1367,3
1368,0
1369,2
1370,0
1371,3
1372,2
1373,2
1374,2
1375,2
1376,0
1377,0
1378,0
1379,3
1380,2
1381,2
1382,1
1383,1
1384,1
1385,1
1386,3
1387,0
1388,0
1389,2
1390,1
1391,0
1392,2
1393,2
1394,3
1395,1
1396,3
1397,0
1398,3
1399,0
1400,2
1401,1
1402,0
1403,3
1404,2
1405,2
1406,2
1407,1
1408,0
1409,2
1410,2
1411,0
1412,2
1413,2
1414,1
1415,1
1416,1
1417,2
1418,0
1419,0
1420,1
1421,0
1422,2
1423,1
1424,0
1425,2
1426,1
1427,0
1428,3
1429,0
1430,0
1431,3
1432,3
1433,1
1434,0
1435,2
1436,3
1437,3
1438,3
1439,3
1440,2
1441,0
1442,0
1443,0
1444,0
1445,3
1446,1
1447,1
1448,1
1449,0
1450,0
1451,2
1452,0
1453,1
1454,2
1455,2
1456,1
1457,2
1458,2
1459,1
1460,2
1461,2
1462,2
1463,0
1464,0
1465,0
1466,2
1467,3
1468,0
1469,0
1470,3
1471,3
1472,1
1473,1
1474,3
1475,2
1476,3
1477,1
1478,2
1479,2
1480,2
1481,3
1482,3
1483,2
1484,1
1485,0
1486,1
1487,2
1488,0
1489,3
1490,3
1491,1
1492,3
1493,2
1494,1
1495,0
1496,1
1497,2
1498,2
1499,3
1500,3
1501,2
1502,0
1503,3
1504,3
1505,2
1506,1
1507,3
1508,2
1509,2
1510,1
1511,0
1512,3
1513,0
1514,3
1515,2
1516,3
1517,2
1518,3
1519,1
1520,0
1521,1
1522,1
1523,3
1524,3
1525,3
1526,3
1527,3
1528,2
1529,0
1530,0
1531,3
1532,0
1533,0
1534,3
1535,0
1536,1
1537,3
1538,2
1539,2
1540,1
1541,3
1542,3
1543,3
1544,0
1545,3
1546,2
1547,3
1548,0
1549,3
1550,1
1551,0
1552,1
1553,1
1554,1
1555,3
1556,2
1557,0
1558,3
1559,2
1560,3
1561,1
1562,3
1563,3
1564,2
1565,0
1566,2
1567,3
1568,0
1569,2
1570,1
1571,3
1572,1
1573,2
1574,3
1575,2
1576,0
1577,0
1578,1
1579,2
1580,2
1581,2
1582,3
1583,0
1584,3
1585,0
1586,1
1587,0
1588,0
1589,1
1590,2
1591,1
1592,0
1593,2
1594,0
1595,3
1596,1
1597,2
1598,3
1599,1
1600,2
1601,0
1602,1
1603,3
1604,3
1605,0
1606,0
1607,1
1608,2
1609,0
1610,1
1611,3
1612,1
1613,0
1614,3
1615,3
1616,2
1617,0
1618,1
1619,3
1620,0
1621,3
1622,3
1623,0
1624,2
1625,2
1626,1
1627,3
1628,2
1629,1
1630,3
1631,1
1632,0
1633,1
1634,1
1635,1
1636,1
1637,0
1638,0
1639,2
1640,2
1641,1
1642,2
1643,0
1644,2
1645,2
1646,3
1647,2
1648,0
1649,1
1650,3
1651,0
1652,3
1653,0
1654,1
1655,0
1656,0
1657,1
1658,0
1659,2
1660,1
1661,1
1662,0
1663,3
1664,1
1665,0
1666,0
1667,1
1668,2
1669,0
1670,3
1671,1
1672,0
1673,2
1674,1
1675,1
1676,0
1677,3
1678,2
1679,3
1680,2
1681,0
1682,3
1683,3
1684,0
1685,0
1686,1
1687,2
1688,0
1689,1
1690,0
1691,1
1692,2
1693,0
1694,1
1695,3
1696,0
1697,1
1698,2
1699,2
1700,3
1701,1
1702,1
1703,2
1704,0
1705,0
1706,1
1707,0
1708,1
1709,1
1710,0
1711,1
1712,3
1713,2
1714,3
1715,0
1716,0
1717,0
1718,1
1719,1
1720,0
1721,0
1722,2
1723,1
1724,0
1725,3
1726,1
1727,3
1728,0
1729,0
1730,2
1731,2
1732,1
1733,0
1734,0
1735,2
1736,2
1737,1
1738,3
1739,1
1740,3
1741,1
1742,3
1743,0
1744,1
1745,3
1746,2
1747,3
1748,2
1749,1
1750,2
1751,2
1752,3
1753,1
1754,0
1755,3
1756,3
1757,2
1758,3
1759,0
1760,2
1761,2
1762,2
1763,3
1764,1
1765,3
1766,1
1767,3
1768,0
1769,3
1770,3
1771,3
1772,0
1773,0
1774,2
1775,1
1776,2
1777,0
1778,1
1779,3
1780,1
1781,0
1782,1
1783,2
1784,3
1785,2
1786,3
1787,1
1788,2
1789,2
1790,2
1791,3
1792,0
1793,2
1794,1
1795,3
1796,3
1797,3
1798,2
1799,0
1800,3
1801,2
1802,1
1803,3
1804,0
1805,0
1806,0
1807,3
1808,1
1809,2
1810,3
1811,1
1812,0
1813,3
1814,2
1815,1
1816,2
1817,2
1818,0
1819,2
1820,1
1821,3
1822,2
1823,2
1824,3
1825,0
1826,3
1827,1
1828,2
1829,0
1830,2
1831,2
1832,2
1833,3
1834,2
1835,0
1836,3
1837,3
1838,3
1839,0
1840,2
1841,1
1842,3
1843,3
1844,2
1845,1
1846,0
1847,0
1848,1
1849,1
1850,3
1851,0
1852,2
1853,1
1854,1
1855,3
1856,2
1857,3
1858,3
1859,1
1860,1
1861,2
1862,1
1863,3
1864,3
1865,2
1866,2
1867,1
1868,0
1869,1
1870,1
1871,0
1872,1
1873,3
1874,1
1875,2
1876,1
1877,2
1878,2
1879,1
1880,1
1881,2
1882,2
1883,1
1884,2
1885,0
1886,3
1887,0
1888,2
1889,3
1890,2
1891,1
1892,0
1893,0
1894,1
1895,2
1896,0
1897,1
1898,0
1899,0
1900,0
1901,3
1902,1
1903,2
1904,3
1905,0
1906,1
1907,1
1908,2
1909,2
1910,1
1911,3
1912,3
1913,0
1914,0
1915,0
1916,1
1917,0
1918,1
1919,2
1920,0
1921,3
1922,2
1923,0
1924,2
1925,1
1926,3
1927,2
1928,1
1929,3
1930,3
1931,0
1932,0
1933,0
1934,3
1935,1
1936,2
1937,3
1938,1
1939,3
1940,3
1941,2
1942,3
1943,3
1944,2
1945,1
1946,1
1947,2
1948,2
1949,2
1950,0
1951,3
1952,0
1953,0
1954,3
1955,3
1956,2
1957,2
1958,0
1959,1
1960,2
1961,0
1962,0
1963,0
1964,3
1965,1
1966,1
1967,1
1968,3
1969,0
1970,2
1971,0
1972,2
1973,1
1974,2
1975,1
1976,0
1977,2
1978,1
1979,1
1980,0
1981,3
1982,1
1983,3
1984,1
1985,1
1986,1
1987,0
1988,0
1989,3
1990,3
1991,3
1992,0
1993,1
1994,3
1995,2
1996,3
1997,0
1998,0
1999,0
2000,2
2001,2
2002,2
2003,3
2004,2
2005,0
2006,0
2007,0
2008,3
2009,3
2010,0
2011,3
2012,1
2013,3
2014,1
2015,1
2016,1
2017,0
2018,3
2019,0
2020,0
2021,1
2022,2
2023,2
2024,3
2025,2
2026,2
2027,1
2028,0
2029,2
2030,2
2031,2
2032,1
2033,2
2034,1
2035,3
2036,3
2037,3
2038,3
2039,3
2040,0
2041,3
2042,0
2043,2
2044,3
2045,1
2046,1
2047,3
2048,3
2049,1
2050,3
2051,3
2052,2
2053,3
2054,0
2055,0
2056,3
2057,0
2058,0
2059,0
2060,3
2061,2
2062,0
2063,1
2064,1
2065,3
2066,2
2067,0
2068,2
2069,2
2070,0
2071,3
2072,3
2073,0
2074,2
2075,2
2076,2
2077,0
2078,1
2079,0
2080,1
2081,3
2082,1
2083,1
2084,1
2085,3
2086,0
2087,0
2088,1
2089,1
2090,0
2091,1
2092,0
2093,1
2094,2
2095,1
2096,1
2097,3
2098,0
2099,0
2100,1
2101,1
2102,1
2103,2
2104,1
2105,2
2106,3
2107,3
2108,3
2109,0
2110,1
2111,0
2112,3
2113,1
2114,1
2115,2
2116,0
2117,2
2118,0
2119,1
2120,1
2121,2
2122,0
2123,0
2124,3
2125,3
2126,3
2127,2
2128,2
2129,1
2130,0
2131,3
2132,1
2133,2
2134,0
2135,0
2136,0
2137,0
2138,3
2139,1
2140,3
2141,3
2142,2
2143,2
2144,3
2145,2
2146,0
2147,0
2148,0
2149,1
2150,2
2151,3
2152,0
2153,3
2154,1
2155,2
2156,2
2157,2
2158,2
2159,0
2160,3
2161,0
2162,3
2163,3
2164,3
2165,0
2166,0
2167,0
2168,2
2169,3
2170,3
2171,3
2172,1
2173,3
2174,1
2175,3
2176,2
2177,0
2178,1
2179,3
2180,3
2181,3
2182,2
2183,1
2184,0
2185,0
2186,3
2187,0
2188,0
2189,2
2190,1
2191,0
2192,1
2193,3
2194,2
2195,1
2196,1
2197,0
2198,2
2199,0
2200,2
2201,0
2202,2
2203,0
2204,3
2205,3
2206,1
2207,0
2208,0
2209,1
2210,2
2211,2
2212,3
2213,3
2214,0
2215,1
2216,1
2217,2
2218,3
2219,1
2220,1
2221,0
2222,1
2223,3
2224,3
2225,0
2226,2
2227,2
2228,3
2229,2
2230,3
2231,3
2232,2
2233,3
2234,2
2235,2
2236,0
2237,3
2238,0
2239,3
2240,2
2241,2
2242,3
2243,1
2244,0
2245,1
2246,2
2247,2
2248,1
2249,3
2250,0
2251,1
2252,2
2253,2
2254,0
2255,0
2256,1
2257,1
2258,2
2259,0
2260,3
2261,0
2262,3
2263,1
2264,3
2265,0
2266,0
2267,2
2268,3
2269,3
2270,2
2271,3
2272,1
2273,0
2274,3
2275,3
2276,2
2277,1
2278,3
2279,2
2280,2
2281,1
2282,3
2283,3
2284,2
2285,1
2286,0
2287,3
2288,0
2289,0
2290,2
2291,0
2292,0
2293,0
2294,2
2295,3
2296,1
2297,3
2298,1
2299,1
2300,2
2301,1
2302,0
2303,1
2304,0
2305,3
2306,1
2307,0
2308,1
2309,0
2310,1
2311,1
2312,1
2313,2
2314,2
2315,3
2316,0
2317,3
2318,0
2319,3
2320,2
2321,1
2322,3
2323,1
2324,2
2325,2
2326,0
2327,2
2328,1
2329,0
2330,1
2331,0
2332,2
2333,0
2334,2
2335,3
2336,1
2337,1
2338,2
2339,3
2340,1
2341,2
2342,1
2343,0
2344,0
2345,3
2346,3
2347,3
2348,1
2349,0
2350,1
2351,2
2352,1
2353,0
2354,0
2355,0
2356,3
2357,0
2358,3
2359,2
2360,3
2361,0
2362,0
2363,1
2364,0
2365,1
2366,3
2367,3
2368,2
2369,0
2370,0
2371,0
2372,0
2373,3
2374,3
2375,0
2376,3
2377,3
2378,0
2379,1
2380,2
2381,0
2382,2
2383,3
2384,1
2385,0
2386,2
2387,2
2388,0
2389,2
2390,0
2391,2
2392,3
2393,0
2394,0
2395,2
2396,3
2397,3
2398,1
2399,1
2400,1
2401,1
2402,3
2403,2
2404,0
2405,0
2406,0
2407,0
2408,3
2409,0
2410,3
2411,3
2412,0
2413,2
2414,1
2415,0
2416,3
2417,3
2418,3
2419,2
2420,3
2421,1
2422,1
2423,1
2424,0
2425,0
2426,1
2427,1
2428,3
2429,1
2430,0
2431,0
2432,3
2433,1
2434,0
2435,0
2436,1
2437,3
2438,3
2439,2
2440,3
2441,1
2442,1
2443,0
2444,0
2445,0
2446,2
2447,0
2448,2
2449,0
2450,3
2451,0
2452,1
2453,0
2454,3
2455,3
2456,2
2457,0
2458,1
2459,1
2460,3
2461,3
2462,2
2463,3
2464,3
2465,0
2466,2
2467,1
2468,2
2469,2
2470,2
2471,0
2472,2
2473,2
2474,0
2475,0
2476,2
2477,3
2478,0
2479,3
2480,2
2481,1
2482,3
2483,1
2484,0
2485,0
2486,2
2487,2
2488,0
2489,2
2490,3
2491,0
2492,0
2493,1
2494,2
2495,2
2496,3
2497,2
2498,3
2499,1
2500,3
2501,0
2502,0
2503,0
2504,3
2505,0
2506,1
2507,0
2508,0
2509,3
2510,2
2511,2
2512,0
2513,0
2514,3
2515,0
2516,3
2517,0
2518,1
2519,3
2520,0
2521,1
2522,3
2523,0
2524,3
2525,1
2526,3
2527,2
2528,0
2529,0
2530,3
2531,0
2532,2
2533,2
2534,3
2535,0
2536,1
2537,2
2538,0
2539,2
2540,0
2541,1
2542,3
2543,0
2544,3
2545,1
2546,1
2547,3
2548,2
2549,2
2550,0
2551,3
2552,0
2553,1
2554,1
2555,2
2556,3
2557,1
2558,0
2559,1
2560,2
2561,2
2562,3
2563,0
2564,0
2565,0
2566,0
2567,1
2568,3
2569,3
2570,3
2571,3
2572,0
2573,3
2574,2
2575,3
2576,0
2577,1
2578,2
2579,0
2580,1
2581,1
2582,0
2583,3
2584,3
2585,2
2586,3
2587,3
2588,2
2589,0
2590,0
2591,2
2592,1
2593,2
2594,0
2595,0
2596,0
2597,1
2598,0
2599,1
2600,0
2601,1
2602,0
2603,0
2604,0
2605,2
2606,1
2607,1
2608,0
2609,2
2610,2
2611,3
2612,1
2613,2
2614,3
2615,2
2616,1
2617,1
2618,0
2619,1
2620,0
2621,0
2622,2
2623,3
2624,1
2625,0
2626,3
2627,2
2628,0
2629,1
2630,3
2631,0
2632,1
2633,3
2634,3
2635,1
2636,0
2637,3
2638,3
2639,3
2640,0
2641,3
2642,0
2643,3
2644,0
2645,1
2646,0
2647,1
2648,2
2649,3
2650,2
2651,3
2652,3
2653,1
2654,2
2655,0
2656,1
2657,3
2658,1
2659,2
2660,1
2661,2
2662,3
2663,0
2664,2
2665,3
2666,3
2667,3
2668,2
2669,3
2670,0
2671,1
2672,0
2673,3
2674,3
2675,3
2676,1
2677,0
2678,2
2679,0
2680,1
2681,0
2682,1
2683,2
2684,2
2685,1
2686,3
2687,3
2688,0
2689,2
2690,2
2691,3
2692,0
2693,1
2694,2
2695,1
2696,1
2697,2
2698,3
2699,0
2700,0
2701,0
2702,2
2703,0
2704,2
2705,3
2706,1
2707,0
2708,3
2709,0
2710,1
2711,2
2712,1
2713,0
2714,3
2715,0
2716,1
2717,3
2718,1
2719,0
2720,2
2721,1
2722,1
2723,2
2724,1
2725,0
2726,0
2727,1
2728,2
2729,2
2730,2
2731,1
2732,3
2733,0
2734,0
2735,2
2736,1
2737,0
2738,1
2739,0
2740,3
2741,1
2742,2
2743,0
2744,1
2745,1
2746,3
2747,2
2748,1
2749,1
2750,3
2751,0
2752,2
2753,1
2754,1
2755,1
2756,1
2757,1
2758,3
2759,0
2760,0
2761,0
2762,3
2763,0
2764,3
2765,0
2766,1
2767,3
2768,3
2769,3
2770,3
2771,0
2772,3
2773,1
2774,2
2775,1
2776,0
2777,2
2778,3
2779,1
2780,0
2781,2
2782,2
2783,1
2784,0
2785,2
2786,1
2787,3
2788,3
2789,1
2790,1
2791,0
2792,0
2793,2
2794,2
2795,1
2796,3
2797,0
2798,0
2799,1
2800,0
2801,0
2802,2
2803,0
2804,1
2805,2
2806,3
2807,0
2808,3
2809,3
2810,2
2811,2
2812,2
2813,2
2814,3
2815,3
2816,3
2817,3
2818,0
2819,0
2820,0
2821,2
2822,2
2823,1
2824,0
2825,0
2826,1
2827,2
2828,3
2829,1
2830,1
2831,3
2832,0
2833,1
2834,2
2835,3
2836,3
2837,1
2838,2
2839,3
2840,2
2841,3
2842,3
2843,0
2844,1
2845,0
2846,0
2847,3
2848,1
2849,2
2850,1
2851,2
2852,2
2853,1
2854,0
2855,1
2856,1
2857,1
2858,2
2859,2
2860,3
2861,0
2862,2
2863,2
2864,2
2865,0
2866,0
2867,2
2868,1
2869,1
2870,3
2871,1
2872,0
2873,0
2874,0
2875,1
2876,1
2877,2
2878,0
2879,2
2880,3
2881,2
2882,3
2883,0
2884,1
2885,1
2886,0
2887,0
2888,0
2889,2
2890,2
2891,1
2892,2
2893,1
2894,1
2895,0
2896,0
2897,1
2898,2
2899,2
2900,3
2901,0
2902,0
2903,0
2904,2
2905,0
2906,0
2907,2
2908,3
2909,2
2910,0
2911,0
2912,1
2913,1
2914,2
2915,0
2916,2
2917,0
2918,1
2919,1
2920,2
2921,0
2922,1
2923,3
2924,1
2925,3
2926,0
2927,0
2928,1
2929,0
2930,1
2931,3
2932,0
2933,1
2934,3
2935,0
2936,2
2937,3
2938,1
2939,2
2940,0
2941,2
2942,3
2943,3
2944,2
2945,2
2946,3
2947,3
2948,2
2949,2
2950,2
2951,0
2952,1
2953,3
2954,3
2955,1
2956,0
2957,1
2958,1
2959,0
2960,1
2961,1
2962,1
2963,3
2964,0
2965,3
2966,2
2967,1
2968,2
2969,3
2970,3
2971,3
2972,3
2973,3
2974,1
2975,2
2976,2
2977,2
2978,0
2979,0
2980,2
2981,3
2982,2
2983,0
2984,2
2985,1
2986,3
2987,1
2988,0
2989,2
2990,2
2991,0
2992,0
2993,0
2994,0
2995,0
2996,0
2997,2
